Category	Frequency	Word	Decade
autistic	0.0	abnormality	1890
autistic	0.0	abnormality	1900
autistic	0.0	abnormality	1910
autistic	3.68791725842226e-08	abnormality	1920
autistic	4.00375382807483e-08	abnormality	1930
autistic	0.0	abnormality	1940
autistic	4.2739970617125e-08	abnormality	1950
autistic	3.200604398255046e-08	abnormality	1960
autistic	0.0	abnormality	1970
autistic	1.0910947733536264e-08	abnormality	1980
autistic	5.9131007147448265e-09	abnormality	1990
autistic	0.0	behavior	1800
autistic	0.0	behavior	1810
autistic	0.0	behavior	1820
autistic	0.0	behavior	1830
autistic	3.9010040469232705e-07	behavior	1840
autistic	7.794967810644001e-07	behavior	1850
autistic	1.1970918329846205e-06	behavior	1860
autistic	1.4027914730985127e-06	behavior	1870
autistic	2.16030110080352e-06	behavior	1880
autistic	1.5311935756304967e-06	behavior	1890
autistic	1.4228255737016303e-06	behavior	1900
autistic	1.3682839753424583e-06	behavior	1910
autistic	1.044909889886307e-06	behavior	1920
autistic	1.201126148422449e-06	behavior	1930
autistic	2.252798920402985e-06	behavior	1940
autistic	2.0678603430932536e-06	behavior	1950
autistic	2.9649235289289927e-06	behavior	1960
autistic	4.198146106396596e-06	behavior	1970
autistic	4.682908374022581e-06	behavior	1980
autistic	5.505096765427434e-06	behavior	1990
autistic	0.0	awareness	1800
autistic	0.0	awareness	1810
autistic	0.0	awareness	1820
autistic	0.0	awareness	1830
autistic	0.0	awareness	1840
autistic	0.0	awareness	1850
autistic	0.0	awareness	1860
autistic	0.0	awareness	1870
autistic	0.0	awareness	1880
autistic	0.0	awareness	1890
autistic	0.0	awareness	1900
autistic	1.1539744370358081e-07	awareness	1910
autistic	2.493734527123623e-07	awareness	1920
autistic	4.63291514391516e-07	awareness	1930
autistic	1.0198347013672222e-06	awareness	1940
autistic	1.6894858973357648e-06	awareness	1950
autistic	2.5265377143801197e-06	awareness	1960
autistic	3.110795396118507e-06	awareness	1970
autistic	2.8537407814036136e-06	awareness	1980
autistic	2.8101025630039e-06	awareness	1990
autistic	0.0	handicapped	1800
autistic	0.0	handicapped	1810
autistic	0.0	handicapped	1820
autistic	0.0	handicapped	1830
autistic	0.0	handicapped	1840
autistic	0.0	handicapped	1850
autistic	0.0	handicapped	1860
autistic	0.0	handicapped	1870
autistic	0.0	handicapped	1880
autistic	1.5926233327508883e-07	handicapped	1890
autistic	2.22144379894061e-07	handicapped	1900
autistic	3.273519321387293e-07	handicapped	1910
autistic	3.723040279931043e-07	handicapped	1920
autistic	2.821693174071785e-07	handicapped	1930
autistic	2.609342692951291e-07	handicapped	1940
autistic	2.0364338941100736e-07	handicapped	1950
autistic	2.6380739282587046e-07	handicapped	1960
autistic	2.2225479386805505e-07	handicapped	1970
autistic	1.7950268851946757e-07	handicapped	1980
autistic	2.0439618137301284e-07	handicapped	1990
autistic	0.0	behavioral	1800
autistic	0.0	behavioral	1810
autistic	0.0	behavioral	1820
autistic	0.0	behavioral	1830
autistic	0.0	behavioral	1840
autistic	0.0	behavioral	1850
autistic	0.0	behavioral	1860
autistic	0.0	behavioral	1870
autistic	0.0	behavioral	1880
autistic	0.0	behavioral	1890
autistic	0.0	behavioral	1900
autistic	0.0	behavioral	1910
autistic	0.0	behavioral	1920
autistic	0.0	behavioral	1930
autistic	0.0	behavioral	1940
autistic	0.0	behavioral	1950
autistic	3.4915684344600503e-08	behavioral	1960
autistic	4.4759645987316646e-08	behavioral	1970
autistic	6.546568640121759e-08	behavioral	1980
autistic	8.771099393538159e-08	behavioral	1990
autistic	0.0	neurological	1800
autistic	0.0	neurological	1810
autistic	0.0	neurological	1820
autistic	0.0	neurological	1830
autistic	0.0	neurological	1840
autistic	0.0	neurological	1850
autistic	0.0	neurological	1860
autistic	0.0	neurological	1870
autistic	0.0	neurological	1880
autistic	0.0	neurological	1890
autistic	0.0	neurological	1900
autistic	0.0	neurological	1910
autistic	0.0	neurological	1920
autistic	0.0	neurological	1930
autistic	0.0	neurological	1940
autistic	0.0	neurological	1950
autistic	0.0	neurological	1960
autistic	0.0	neurological	1970
autistic	0.0	neurological	1980
autistic	0.0	neurological	1990
autistic	0.0	impaired	1800
autistic	1.6065091972651543e-06	impaired	1810
autistic	1.156319966994003e-06	impaired	1820
autistic	1.8058727433080564e-06	impaired	1830
autistic	1.0402677458462054e-06	impaired	1840
autistic	1.1073225301101759e-06	impaired	1850
autistic	1.3801764662646213e-06	impaired	1860
autistic	1.1917520479420992e-06	impaired	1870
autistic	1.3706455847901122e-06	impaired	1880
autistic	1.0943597472188247e-06	impaired	1890
autistic	9.895522377099081e-07	impaired	1900
autistic	7.583260586235311e-07	impaired	1910
autistic	7.797310774949921e-07	impaired	1920
autistic	7.797787217536217e-07	impaired	1930
autistic	5.895919367279254e-07	impaired	1940
autistic	7.517206596776692e-07	impaired	1950
autistic	7.671751754605277e-07	impaired	1960
autistic	4.946712599632753e-07	impaired	1970
autistic	4.2059943682502694e-07	impaired	1980
autistic	3.5833390331353653e-07	impaired	1990
autistic	4.595470908116112e-06	mental	1800
autistic	3.2602686650381073e-06	mental	1810
autistic	6.526783813699483e-06	mental	1820
autistic	1.1464067147250251e-05	mental	1830
autistic	9.839199096128693e-06	mental	1840
autistic	1.2020277465011777e-05	mental	1850
autistic	1.1611790779950818e-05	mental	1860
autistic	1.5567261126243673e-05	mental	1870
autistic	1.174663723561914e-05	mental	1880
autistic	1.179451336711515e-05	mental	1890
autistic	1.2873358610059139e-05	mental	1900
autistic	1.2616002161634335e-05	mental	1910
autistic	1.597921863542102e-05	mental	1920
autistic	1.1526997925971629e-05	mental	1930
autistic	1.1987041470367077e-05	mental	1940
autistic	1.2507726695305699e-05	mental	1950
autistic	1.26967006598657e-05	mental	1960
autistic	1.120688929358297e-05	mental	1970
autistic	1.0328091944931876e-05	mental	1980
autistic	1.067334389347157e-05	mental	1990
autistic	0.0	mentally	1800
autistic	0.0	mentally	1810
autistic	0.0	mentally	1820
autistic	1.402776148819651e-06	mentally	1830
autistic	1.5495654964167435e-06	mentally	1840
autistic	1.566278578774262e-06	mentally	1850
autistic	1.8238046161353923e-06	mentally	1860
autistic	3.016622371353439e-06	mentally	1870
autistic	1.959818612281981e-06	mentally	1880
autistic	2.2638003086959054e-06	mentally	1890
autistic	2.3389416527688735e-06	mentally	1900
autistic	2.3338544226581347e-06	mentally	1910
autistic	3.800310927250367e-06	mentally	1920
autistic	2.2020646054411562e-06	mentally	1930
autistic	2.376294528771672e-06	mentally	1940
autistic	2.326814282714658e-06	mentally	1950
autistic	2.3888147372430844e-06	mentally	1960
autistic	2.1638973680764806e-06	mentally	1970
autistic	2.190284765993425e-06	mentally	1980
autistic	2.3701678698268846e-06	mentally	1990
autistic	0.0	disable	1800
autistic	0.0	disable	1810
autistic	0.0	disable	1820
autistic	0.0	disable	1830
autistic	0.0	disable	1840
autistic	0.0	disable	1850
autistic	0.0	disable	1860
autistic	0.0	disable	1870
autistic	0.0	disable	1880
autistic	4.550352379288252e-08	disable	1890
autistic	3.67180793213324e-08	disable	1900
autistic	0.0	disable	1910
autistic	0.0	disable	1920
autistic	0.0	disable	1930
autistic	0.0	disable	1940
autistic	4.7768202454433824e-08	disable	1950
autistic	3.297592410323381e-08	disable	1960
autistic	0.0	disable	1970
autistic	2.0062065187469903e-08	disable	1980
autistic	2.463791964477011e-08	disable	1990
autistic	0.0	retarded	1800
autistic	0.0	retarded	1810
autistic	0.0	retarded	1820
autistic	8.545647803154196e-07	retarded	1830
autistic	4.009365270448917e-07	retarded	1840
autistic	4.808110986004711e-07	retarded	1850
autistic	4.436281498707711e-07	retarded	1860
autistic	3.538013892328107e-07	retarded	1870
autistic	2.864035550307697e-07	retarded	1880
autistic	3.526523093948395e-07	retarded	1890
autistic	3.1944729009559183e-07	retarded	1900
autistic	1.860489398486303e-07	retarded	1910
autistic	3.0381413605097665e-07	retarded	1920
autistic	2.707300207555361e-07	retarded	1930
autistic	2.3703189348183486e-07	retarded	1940
autistic	3.1175037391314704e-07	retarded	1950
autistic	3.675845657389886e-07	retarded	1960
autistic	2.129941774568861e-07	retarded	1970
autistic	2.3053776662794363e-07	retarded	1980
autistic	2.3553851180400227e-07	retarded	1990
autistic	0.0	schizophrenic	1800
autistic	0.0	schizophrenic	1810
autistic	0.0	schizophrenic	1820
autistic	0.0	schizophrenic	1830
autistic	0.0	schizophrenic	1840
autistic	0.0	schizophrenic	1850
autistic	0.0	schizophrenic	1860
autistic	0.0	schizophrenic	1870
autistic	0.0	schizophrenic	1880
autistic	0.0	schizophrenic	1890
autistic	0.0	schizophrenic	1900
autistic	0.0	schizophrenic	1910
autistic	0.0	schizophrenic	1920
autistic	0.0	schizophrenic	1930
autistic	0.0	schizophrenic	1940
autistic	0.0	schizophrenic	1950
autistic	0.0	schizophrenic	1960
autistic	0.0	schizophrenic	1970
autistic	1.3374710124979937e-08	schizophrenic	1980
autistic	4.119460164605563e-08	schizophrenic	1990
autistic	0.0	hyperactive	1800
autistic	0.0	hyperactive	1810
autistic	0.0	hyperactive	1820
autistic	0.0	hyperactive	1830
autistic	0.0	hyperactive	1840
autistic	0.0	hyperactive	1850
autistic	0.0	hyperactive	1860
autistic	0.0	hyperactive	1870
autistic	0.0	hyperactive	1880
autistic	0.0	hyperactive	1890
autistic	0.0	hyperactive	1900
autistic	0.0	hyperactive	1910
autistic	0.0	hyperactive	1920
autistic	0.0	hyperactive	1930
autistic	0.0	hyperactive	1940
autistic	0.0	hyperactive	1950
autistic	0.0	hyperactive	1960
autistic	0.0	hyperactive	1970
autistic	0.0	hyperactive	1980
autistic	0.0	hyperactive	1990
autistic	0.0	cognitive	1800
autistic	0.0	cognitive	1810
autistic	0.0	cognitive	1820
autistic	0.0	cognitive	1830
autistic	0.0	cognitive	1840
autistic	0.0	cognitive	1850
autistic	0.0	cognitive	1860
autistic	0.0	cognitive	1870
autistic	0.0	cognitive	1880
autistic	0.0	cognitive	1890
autistic	0.0	cognitive	1900
autistic	0.0	cognitive	1910
autistic	0.0	cognitive	1920
autistic	0.0	cognitive	1930
autistic	0.0	cognitive	1940
autistic	0.0	cognitive	1950
autistic	0.0	cognitive	1960
autistic	2.6238413164978724e-08	cognitive	1970
autistic	1.3726676180900461e-08	cognitive	1980
autistic	2.1287162573081375e-08	cognitive	1990
autistic	0.0	hyperactivity	1800
autistic	0.0	hyperactivity	1810
autistic	0.0	hyperactivity	1820
autistic	0.0	hyperactivity	1830
autistic	0.0	hyperactivity	1840
autistic	0.0	hyperactivity	1850
autistic	0.0	hyperactivity	1860
autistic	0.0	hyperactivity	1870
autistic	0.0	hyperactivity	1880
autistic	0.0	hyperactivity	1890
autistic	0.0	hyperactivity	1900
autistic	0.0	hyperactivity	1910
autistic	0.0	hyperactivity	1920
autistic	0.0	hyperactivity	1930
autistic	0.0	hyperactivity	1940
autistic	0.0	hyperactivity	1950
autistic	0.0	hyperactivity	1960
autistic	0.0	hyperactivity	1970
autistic	0.0	hyperactivity	1980
autistic	4.533377214637701e-09	hyperactivity	1990
autistic	0.0	compulsive	1800
autistic	0.0	compulsive	1810
autistic	0.0	compulsive	1820
autistic	0.0	compulsive	1830
autistic	0.0	compulsive	1840
autistic	0.0	compulsive	1850
autistic	0.0	compulsive	1860
autistic	0.0	compulsive	1870
autistic	0.0	compulsive	1880
autistic	0.0	compulsive	1890
autistic	0.0	compulsive	1900
autistic	0.0	compulsive	1910
autistic	0.0	compulsive	1920
autistic	0.0	compulsive	1930
autistic	0.0	compulsive	1940
autistic	2.765527510519853e-08	compulsive	1950
autistic	0.0	compulsive	1960
autistic	5.6335416501277845e-08	compulsive	1970
autistic	5.3146874443999225e-08	compulsive	1980
autistic	7.489927572010114e-08	compulsive	1990
bipolar	0.0	bipolar	1800
bipolar	0.0	bipolar	1810
bipolar	0.0	bipolar	1820
bipolar	0.0	bipolar	1830
bipolar	0.0	bipolar	1840
bipolar	0.0	bipolar	1850
bipolar	0.0	bipolar	1860
bipolar	0.0	bipolar	1870
bipolar	0.0	bipolar	1880
bipolar	0.0	bipolar	1890
bipolar	0.0	bipolar	1900
bipolar	0.0	bipolar	1910
bipolar	0.0	bipolar	1920
bipolar	0.0	bipolar	1930
bipolar	0.0	bipolar	1940
bipolar	0.0	bipolar	1950
bipolar	0.0	bipolar	1960
bipolar	0.0	bipolar	1970
bipolar	0.0	bipolar	1980
bipolar	0.0	bipolar	1990
bipolar	0.0	manic	1800
bipolar	0.0	manic	1810
bipolar	0.0	manic	1820
bipolar	0.0	manic	1830
bipolar	0.0	manic	1840
bipolar	0.0	manic	1850
bipolar	0.0	manic	1860
bipolar	0.0	manic	1870
bipolar	0.0	manic	1880
bipolar	0.0	manic	1890
bipolar	0.0	manic	1900
bipolar	0.0	manic	1910
bipolar	0.0	manic	1920
bipolar	0.0	manic	1930
bipolar	0.0	manic	1940
bipolar	5.279643429174265e-08	manic	1950
bipolar	6.304220784441757e-08	manic	1960
bipolar	7.562836735787985e-08	manic	1970
bipolar	7.461680385515123e-08	manic	1980
bipolar	9.460961143591722e-08	manic	1990
bipolar	0.0	mania	1800
bipolar	0.0	mania	1810
bipolar	0.0	mania	1820
bipolar	0.0	mania	1830
bipolar	3.5759203763463313e-07	mania	1840
bipolar	2.622605992366206e-07	mania	1850
bipolar	4.2250299987692485e-07	mania	1860
bipolar	5.151844790583034e-07	mania	1870
bipolar	4.091479357582424e-07	mania	1880
bipolar	6.598010949967966e-07	mania	1890
bipolar	7.96782321272913e-07	mania	1900
bipolar	4.757200740433332e-07	mania	1910
bipolar	9.81688451170497e-07	mania	1920
bipolar	9.475550726443764e-07	mania	1930
bipolar	7.310143269565832e-07	mania	1940
bipolar	6.71268950280728e-07	mania	1950
bipolar	7.400185320813939e-07	mania	1960
bipolar	6.06570374931567e-07	mania	1970
bipolar	3.801233403941666e-07	mania	1980
bipolar	3.1181751102421055e-07	mania	1990
bipolar	7.999523432646565e-06	disorder	1800
bipolar	1.1340064921871678e-05	disorder	1810
bipolar	1.1177759680942027e-05	disorder	1820
bipolar	1.031927281890318e-05	disorder	1830
bipolar	8.00789441854527e-06	disorder	1840
bipolar	7.183026412425219e-06	disorder	1850
bipolar	6.28121126483695e-06	disorder	1860
bipolar	5.2201222516630495e-06	disorder	1870
bipolar	5.433484586869459e-06	disorder	1880
bipolar	5.6356114217485e-06	disorder	1890
bipolar	5.063423138411737e-06	disorder	1900
bipolar	3.589096004168514e-06	disorder	1910
bipolar	5.570511211293052e-06	disorder	1920
bipolar	4.592877605634412e-06	disorder	1930
bipolar	4.402020878948362e-06	disorder	1940
bipolar	4.0804101359761106e-06	disorder	1950
bipolar	4.199580922558894e-06	disorder	1960
bipolar	2.7604354085626145e-06	disorder	1970
bipolar	2.069560408812685e-06	disorder	1980
bipolar	1.9781292924393028e-06	disorder	1990
bipolar	0.0	depression	1800
bipolar	1.512008656249557e-06	depression	1810
bipolar	1.3875839603928034e-06	depression	1820
bipolar	2.079978427560172e-06	depression	1830
bipolar	2.622341609320643e-06	depression	1840
bipolar	2.418625526293279e-06	depression	1850
bipolar	2.3378499326523176e-06	depression	1860
bipolar	3.2835251737571383e-06	depression	1870
bipolar	2.7085593347195645e-06	depression	1880
bipolar	2.989581513192382e-06	depression	1890
bipolar	2.955805385367258e-06	depression	1900
bipolar	2.6894669532548838e-06	depression	1910
bipolar	3.586060496046788e-06	depression	1920
bipolar	3.502331324844506e-06	depression	1930
bipolar	3.386169906883355e-06	depression	1940
bipolar	3.615298691025044e-06	depression	1950
bipolar	4.17242427917976e-06	depression	1960
bipolar	4.116343994764603e-06	depression	1970
bipolar	3.762869103846329e-06	depression	1980
bipolar	3.348983141474312e-06	depression	1990
bipolar	0.0	synapse	1800
bipolar	0.0	synapse	1810
bipolar	0.0	synapse	1820
bipolar	0.0	synapse	1830
bipolar	0.0	synapse	1840
bipolar	0.0	synapse	1850
bipolar	0.0	synapse	1860
bipolar	0.0	synapse	1870
bipolar	0.0	synapse	1880
bipolar	0.0	synapse	1890
bipolar	0.0	synapse	1900
bipolar	0.0	synapse	1910
bipolar	0.0	synapse	1920
bipolar	0.0	synapse	1930
bipolar	0.0	synapse	1940
bipolar	0.0	synapse	1950
bipolar	0.0	synapse	1960
bipolar	0.0	synapse	1970
bipolar	0.0	synapse	1980
bipolar	0.0	synapse	1990
bipolar	3.82955909009676e-06	mood	1800
bipolar	2.598764877928926e-06	mood	1810
bipolar	7.1434877960962844e-06	mood	1820
bipolar	1.2221888744888453e-05	mood	1830
bipolar	1.2461540705449337e-05	mood	1840
bipolar	1.5174689672496686e-05	mood	1850
bipolar	1.3991891012590829e-05	mood	1860
bipolar	1.9415627114390036e-05	mood	1870
bipolar	1.9602277602177393e-05	mood	1880
bipolar	2.0251343264022367e-05	mood	1890
bipolar	2.0202287242597086e-05	mood	1900
bipolar	2.354343356540199e-05	mood	1910
bipolar	2.572410095303298e-05	mood	1920
bipolar	2.4253215450923767e-05	mood	1930
bipolar	2.5308632256976418e-05	mood	1940
bipolar	2.6610659940997623e-05	mood	1950
bipolar	2.7435968853890528e-05	mood	1960
bipolar	2.822018507696888e-05	mood	1970
bipolar	3.286588636974675e-05	mood	1980
bipolar	3.363450527889721e-05	mood	1990
bipolar	0.0	psychotherapy	1800
bipolar	0.0	psychotherapy	1810
bipolar	0.0	psychotherapy	1820
bipolar	0.0	psychotherapy	1830
bipolar	0.0	psychotherapy	1840
bipolar	0.0	psychotherapy	1850
bipolar	0.0	psychotherapy	1860
bipolar	0.0	psychotherapy	1870
bipolar	0.0	psychotherapy	1880
bipolar	0.0	psychotherapy	1890
bipolar	0.0	psychotherapy	1900
bipolar	0.0	psychotherapy	1910
bipolar	0.0	psychotherapy	1920
bipolar	0.0	psychotherapy	1930
bipolar	0.0	psychotherapy	1940
bipolar	0.0	psychotherapy	1950
bipolar	0.0	psychotherapy	1960
bipolar	3.0097003336299125e-08	psychotherapy	1970
bipolar	2.956514869732407e-08	psychotherapy	1980
bipolar	8.987913086412136e-08	psychotherapy	1990
bipolar	1.1233373330950497e-05	illness	1800
bipolar	1.124556438085608e-05	illness	1810
bipolar	1.1768767664072295e-05	illness	1820
bipolar	1.4398610355125843e-05	illness	1830
bipolar	1.4986357213596898e-05	illness	1840
bipolar	1.7731730515053736e-05	illness	1850
bipolar	1.573823674541545e-05	illness	1860
bipolar	1.6119687856800167e-05	illness	1870
bipolar	1.4888893382242442e-05	illness	1880
bipolar	1.3844447113984506e-05	illness	1890
bipolar	1.2350125979730151e-05	illness	1900
bipolar	1.0416385581651795e-05	illness	1910
bipolar	1.1098874796775564e-05	illness	1920
bipolar	1.1202884520841762e-05	illness	1930
bipolar	1.03955416141319e-05	illness	1940
bipolar	1.1448026835592863e-05	illness	1950
bipolar	1.0537747511224568e-05	illness	1960
bipolar	9.293800286642316e-06	illness	1970
bipolar	7.275490341933165e-06	illness	1980
bipolar	6.849341661246091e-06	illness	1990
bipolar	0.0	psychiatric	1800
bipolar	0.0	psychiatric	1810
bipolar	0.0	psychiatric	1820
bipolar	0.0	psychiatric	1830
bipolar	0.0	psychiatric	1840
bipolar	0.0	psychiatric	1850
bipolar	0.0	psychiatric	1860
bipolar	0.0	psychiatric	1870
bipolar	0.0	psychiatric	1880
bipolar	0.0	psychiatric	1890
bipolar	0.0	psychiatric	1900
bipolar	0.0	psychiatric	1910
bipolar	0.0	psychiatric	1920
bipolar	0.0	psychiatric	1930
bipolar	0.0	psychiatric	1940
bipolar	3.0169391023852943e-08	psychiatric	1950
bipolar	4.655424579280067e-08	psychiatric	1960
bipolar	1.1344255103681977e-07	psychiatric	1970
bipolar	1.854861114701165e-07	psychiatric	1980
bipolar	3.543918361703733e-07	psychiatric	1990
bipolar	4.595470908116112e-06	mental	1800
bipolar	3.2602686650381073e-06	mental	1810
bipolar	6.526783813699483e-06	mental	1820
bipolar	1.1464067147250251e-05	mental	1830
bipolar	9.839199096128693e-06	mental	1840
bipolar	1.2020277465011777e-05	mental	1850
bipolar	1.1611790779950818e-05	mental	1860
bipolar	1.5567261126243673e-05	mental	1870
bipolar	1.174663723561914e-05	mental	1880
bipolar	1.179451336711515e-05	mental	1890
bipolar	1.2873358610059139e-05	mental	1900
bipolar	1.2616002161634335e-05	mental	1910
bipolar	1.597921863542102e-05	mental	1920
bipolar	1.1526997925971629e-05	mental	1930
bipolar	1.1987041470367077e-05	mental	1940
bipolar	1.2507726695305699e-05	mental	1950
bipolar	1.26967006598657e-05	mental	1960
bipolar	1.120688929358297e-05	mental	1970
bipolar	1.0328091944931876e-05	mental	1980
bipolar	1.067334389347157e-05	mental	1990
bipolar	2.723242019624363e-06	depressed	1800
bipolar	2.3152632548821344e-06	depressed	1810
bipolar	2.312639933988006e-06	depressed	1820
bipolar	3.128029573230026e-06	depressed	1830
bipolar	3.467559152820685e-06	depressed	1840
bipolar	3.7080734725399967e-06	depressed	1850
bipolar	3.598317215618477e-06	depressed	1860
bipolar	3.3518026348371543e-06	depressed	1870
bipolar	3.4000193461509944e-06	depressed	1880
bipolar	3.647107431999534e-06	depressed	1890
bipolar	3.2036524207862517e-06	depressed	1900
bipolar	3.1251511794826887e-06	depressed	1910
bipolar	3.696698013799456e-06	depressed	1920
bipolar	3.725397609551532e-06	depressed	1930
bipolar	3.2885685389790703e-06	depressed	1940
bipolar	3.860424993093849e-06	depressed	1950
bipolar	4.017243459870424e-06	depressed	1960
bipolar	3.536012032998015e-06	depressed	1970
bipolar	3.3250233302811964e-06	depressed	1980
bipolar	2.8171982838615936e-06	depressed	1990
bipolar	0.0	diagnose	1800
bipolar	0.0	diagnose	1810
bipolar	0.0	diagnose	1820
