table	categories	attribute(s)	effect_size	missing
vectors1970	good vs. bad	bipolar	-0.0733647634193579	['synapse', 'yucky', 'unthankful']
vectors1980	good vs. bad	bipolar	-0.27004815724953146	['synapse', 'yucky', 'unthankful']
vectors1990	good vs. bad	bipolar	-0.2567710478364314	['synapse', 'yucky', 'unthankful']
vectors2000	good vs. bad	bipolar	-0.04961493509509784	['synapse', 'yucky', 'unthankful']
vectors1810	good vs. bad	blind	0.28729288393351005	['visionless', 'yucky', 'unthankful']
vectors1820	good vs. bad	blind	0.08974938036796423	['visionless', 'yucky', 'unthankful']
vectors1830	good vs. bad	blind	-0.3981725026858595	['visionless', 'yucky', 'unthankful']
vectors1840	good vs. bad	blind	-0.6244469203569988	['visionless', 'yucky', 'unthankful']
vectors1850	good vs. bad	blind	-0.6995788309629333	['visionless', 'yucky', 'unthankful']
vectors1860	good vs. bad	blind	-0.44360170902136153	['visionless', 'yucky', 'unthankful']
vectors1870	good vs. bad	blind	-0.5400271549535789	['visionless', 'yucky', 'unthankful']
vectors1880	good vs. bad	blind	-0.575752968845025	['visionless', 'yucky', 'unthankful']
vectors1890	good vs. bad	blind	-0.5102606426272225	['visionless', 'yucky', 'unthankful']
vectors1900	good vs. bad	blind	-0.4261709423106314	['visionless', 'yucky', 'unthankful']
vectors1910	good vs. bad	blind	-0.5632700740855522	['visionless', 'yucky', 'unthankful']
vectors1920	good vs. bad	blind	-0.3289684828653016	['visionless', 'yucky', 'unthankful']
vectors1930	good vs. bad	blind	-0.26704614767959073	['visionless', 'yucky', 'unthankful']
vectors1940	good vs. bad	blind	-0.15115229201598196	['visionless', 'yucky', 'unthankful']
vectors1950	good vs. bad	blind	-0.055010016619422605	['visionless', 'yucky', 'unthankful']
vectors1960	good vs. bad	blind	0.0851343363807005	['visionless', 'yucky', 'unthankful']
vectors1970	good vs. bad	blind	0.09084223537420644	['visionless', 'yucky', 'unthankful']
vectors1980	good vs. bad	blind	0.08202244047626364	['visionless', 'yucky', 'unthankful']
vectors1990	good vs. bad	blind	0.12775754778758708	['visionless', 'yucky', 'unthankful']
vectors2000	good vs. bad	blind	0.3187061907970447	['visionless', 'yucky', 'unthankful']
vectors1810	good vs. bad	cleft	0.0	['deform', 'yucky', 'unthankful']
vectors1820	good vs. bad	cleft	0.17450736310166834	['deform', 'yucky', 'unthankful']
vectors1830	good vs. bad	cleft	-0.30354889168390037	['deform', 'yucky', 'unthankful']
vectors1840	good vs. bad	cleft	-0.3782529815241799	['deform', 'yucky', 'unthankful']
vectors1850	good vs. bad	cleft	-0.5632343262810553	['deform', 'yucky', 'unthankful']
vectors1860	good vs. bad	cleft	-0.348741453086781	['deform', 'yucky', 'unthankful']
vectors1870	good vs. bad	cleft	-0.3784143901340126	['deform', 'yucky', 'unthankful']
vectors1880	good vs. bad	cleft	-0.49829370943611323	['deform', 'yucky', 'unthankful']
vectors1890	good vs. bad	cleft	-0.4639044265415379	['deform', 'yucky', 'unthankful']
vectors1900	good vs. bad	cleft	-0.40338352882229217	['deform', 'yucky', 'unthankful']
vectors1910	good vs. bad	cleft	-0.4101031512224443	['deform', 'yucky', 'unthankful']
vectors1920	good vs. bad	cleft	-0.22903787340576676	['deform', 'yucky', 'unthankful']
vectors1930	good vs. bad	cleft	-0.24706125551927033	['deform', 'yucky', 'unthankful']
vectors1940	good vs. bad	cleft	-0.1274648711718356	['deform', 'yucky', 'unthankful']
vectors1950	good vs. bad	cleft	-0.05461051620734767	['deform', 'yucky', 'unthankful']
vectors1960	good vs. bad	cleft	0.15291063935676194	['deform', 'yucky', 'unthankful']
vectors1970	good vs. bad	cleft	0.050896785778706266	['deform', 'yucky', 'unthankful']
vectors1980	good vs. bad	cleft	0.0391593915884046	['deform', 'yucky', 'unthankful']
vectors1990	good vs. bad	cleft	0.015333935702584178	['deform', 'yucky', 'unthankful']
vectors2000	good vs. bad	cleft	0.22188531897798072	['deform', 'yucky', 'unthankful']
vectors1810	good vs. bad	deaf	0.0	['yucky', 'unthankful']
vectors1820	good vs. bad	deaf	0.08811298425267307	['yucky', 'unthankful']
vectors1830	good vs. bad	deaf	-0.4267548942823119	['yucky', 'unthankful']
vectors1840	good vs. bad	deaf	-0.414324109766521	['yucky', 'unthankful']
vectors1850	good vs. bad	deaf	-0.652065007132442	['yucky', 'unthankful']
vectors1860	good vs. bad	deaf	-0.4793539245977893	['yucky', 'unthankful']
vectors1870	good vs. bad	deaf	-0.4925683630474229	['yucky', 'unthankful']
vectors1880	good vs. bad	deaf	-0.5825633222860668	['yucky', 'unthankful']
vectors1890	good vs. bad	deaf	-0.5330698195639281	['yucky', 'unthankful']
vectors1900	good vs. bad	deaf	-0.4158054466841448	['yucky', 'unthankful']
vectors1910	good vs. bad	deaf	-0.2912826859689932	['yucky', 'unthankful']
vectors1920	good vs. bad	deaf	-0.14422875110506805	['yucky', 'unthankful']
vectors1930	good vs. bad	deaf	-0.14665217430834346	['yucky', 'unthankful']
vectors1940	good vs. bad	deaf	-0.07840407889478171	['yucky', 'unthankful']
vectors1950	good vs. bad	deaf	0.05400944955842249	['yucky', 'unthankful']
vectors1960	good vs. bad	deaf	0.1807575228942945	['yucky', 'unthankful']
vectors1970	good vs. bad	deaf	0.05522531476798262	['yucky', 'unthankful']
vectors1980	good vs. bad	deaf	0.08362964746904127	['yucky', 'unthankful']
vectors1990	good vs. bad	deaf	0.13776728787433767	['yucky', 'unthankful']
vectors2000	good vs. bad	deaf	0.34807826558332305	['yucky', 'unthankful']
vectors1810	good vs. bad	scarred	0.4087082125017394	['mutilate', 'yucky', 'unthankful']
vectors1820	good vs. bad	scarred	-0.03840727519984736	['mutilate', 'yucky', 'unthankful']
vectors1830	good vs. bad	scarred	-0.6378557665449404	['mutilate', 'yucky', 'unthankful']
vectors1840	good vs. bad	scarred	-0.5682106728253866	['mutilate', 'yucky', 'unthankful']
vectors1850	good vs. bad	scarred	-0.8647914027172813	['mutilate', 'yucky', 'unthankful']
vectors1860	good vs. bad	scarred	-0.5328627938080329	['mutilate', 'yucky', 'unthankful']
vectors1870	good vs. bad	scarred	-0.6639582417379284	['mutilate', 'yucky', 'unthankful']
vectors1880	good vs. bad	scarred	-0.8311571383626332	['mutilate', 'yucky', 'unthankful']
vectors1890	good vs. bad	scarred	-0.7370869492211589	['mutilate', 'yucky', 'unthankful']
vectors1900	good vs. bad	scarred	-0.6092800383288249	['mutilate', 'yucky', 'unthankful']
vectors1910	good vs. bad	scarred	-0.7223158443075666	['mutilate', 'yucky', 'unthankful']
vectors1920	good vs. bad	scarred	-0.4214401847147358	['mutilate', 'yucky', 'unthankful']
vectors1930	good vs. bad	scarred	-0.25164237025231584	['mutilate', 'yucky', 'unthankful']
vectors1940	good vs. bad	scarred	-0.17427327456444022	['mutilate', 'yucky', 'unthankful']
vectors1950	good vs. bad	scarred	-0.11875570891613062	['mutilate', 'yucky', 'unthankful']
vectors1960	good vs. bad	scarred	0.12599530641378215	['mutilate', 'yucky', 'unthankful']
vectors1970	good vs. bad	scarred	0.0819839664695911	['mutilate', 'yucky', 'unthankful']
vectors1980	good vs. bad	scarred	0.024128359869435918	['mutilate', 'yucky', 'unthankful']
vectors1990	good vs. bad	scarred	0.12389083127966664	['mutilate', 'yucky', 'unthankful']
vectors2000	good vs. bad	scarred	0.27727394305115977	['mutilate', 'yucky', 'unthankful']
vectors1810	good vs. bad	retarded	0.0	['institutionalize', 'yucky', 'unthankful']
vectors1820	good vs. bad	retarded	0.1014796714152892	['institutionalize', 'yucky', 'unthankful']
vectors1830	good vs. bad	retarded	-0.5617412921340631	['institutionalize', 'yucky', 'unthankful']
vectors1840	good vs. bad	retarded	-0.5364046568137696	['institutionalize', 'yucky', 'unthankful']
vectors1850	good vs. bad	retarded	-0.8162200104319944	['institutionalize', 'yucky', 'unthankful']
vectors1860	good vs. bad	retarded	-0.4878948971976341	['institutionalize', 'yucky', 'unthankful']
vectors1870	good vs. bad	retarded	-0.5530593436990873	['institutionalize', 'yucky', 'unthankful']
vectors1880	good vs. bad	retarded	-0.6133338692303804	['institutionalize', 'yucky', 'unthankful']
vectors1890	good vs. bad	retarded	-0.5251772026442525	['institutionalize', 'yucky', 'unthankful']
vectors1900	good vs. bad	retarded	-0.41551198261770683	['institutionalize', 'yucky', 'unthankful']
vectors1910	good vs. bad	retarded	-0.3955578448652043	['institutionalize', 'yucky', 'unthankful']
vectors1920	good vs. bad	retarded	-0.28962680825721226	['institutionalize', 'yucky', 'unthankful']
vectors1930	good vs. bad	retarded	-0.14149563326940226	['institutionalize', 'yucky', 'unthankful']
vectors1940	good vs. bad	retarded	-0.04788182762650134	['institutionalize', 'yucky', 'unthankful']
vectors1950	good vs. bad	retarded	-0.04392010230805573	['institutionalize', 'yucky', 'unthankful']
vectors1960	good vs. bad	retarded	0.14082900312166788	['institutionalize', 'yucky', 'unthankful']
vectors1970	good vs. bad	retarded	0.12079160339686877	['institutionalize', 'yucky', 'unthankful']
vectors1980	good vs. bad	retarded	-0.0028617701800319004	['institutionalize', 'yucky', 'unthankful']
vectors1990	good vs. bad	retarded	0.07268390613897019	['institutionalize', 'yucky', 'unthankful']
vectors2000	good vs. bad	retarded	0.3482021536089226	['institutionalize', 'yucky', 'unthankful']
vectors1810	good vs. bad	disabled	0.0	['yucky', 'unthankful']
vectors1820	good vs. bad	disabled	0.0	['yucky', 'unthankful']
vectors1830	good vs. bad	disabled	0.0	['yucky', 'unthankful']
vectors1840	good vs. bad	disabled	0.0	['yucky', 'unthankful']
vectors1850	good vs. bad	disabled	0.0	['yucky', 'unthankful']
vectors1860	good vs. bad	disabled	0.0	['yucky', 'unthankful']
vectors1870	good vs. bad	disabled	-0.5911457345727581	['yucky', 'unthankful']
vectors1880	good vs. bad	disabled	-0.6101120249047046	['yucky', 'unthankful']
vectors1890	good vs. bad	disabled	-0.5379945837688046	['yucky', 'unthankful']
vectors1900	good vs. bad	disabled	-0.515176230806564	['yucky', 'unthankful']
vectors1910	good vs. bad	disabled	-0.38251241112929246	['yucky', 'unthankful']
vectors1920	good vs. bad	disabled	-0.24600538418569445	['yucky', 'unthankful']
vectors1930	good vs. bad	disabled	-0.19156390777345578	['yucky', 'unthankful']
vectors1940	good vs. bad	disabled	-0.056361963119107614	['yucky', 'unthankful']
vectors1950	good vs. bad	disabled	-0.02090607901037693	['yucky', 'unthankful']
vectors1960	good vs. bad	disabled	0.18292704518853956	['yucky', 'unthankful']
vectors1970	good vs. bad	disabled	0.18250568028313147	['yucky', 'unthankful']
vectors1980	good vs. bad	disabled	0.15074795675167713	['yucky', 'unthankful']
vectors1990	good vs. bad	disabled	0.11182910929261283	['yucky', 'unthankful']
vectors2000	good vs. bad	disabled	0.39097904097078084	['yucky', 'unthankful']
vectors1810	good vs. bad	schizophrenic	0.0	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1820	good vs. bad	schizophrenic	0.11146655925186746	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1830	good vs. bad	schizophrenic	-0.47788682153823786	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1840	good vs. bad	schizophrenic	-0.5630568712954588	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1850	good vs. bad	schizophrenic	-0.7851551371145701	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1860	good vs. bad	schizophrenic	-0.5030320532935915	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1870	good vs. bad	schizophrenic	-0.5787330186243733	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1880	good vs. bad	schizophrenic	-0.6056267725085779	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1890	good vs. bad	schizophrenic	-0.57689003799889	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1900	good vs. bad	schizophrenic	-0.4414935566064264	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1910	good vs. bad	schizophrenic	-0.4146337639512798	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1920	good vs. bad	schizophrenic	-0.322457377311981	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1930	good vs. bad	schizophrenic	-0.22592921890851875	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1940	good vs. bad	schizophrenic	-0.08795799904684609	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1950	good vs. bad	schizophrenic	0.0051997701836551825	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1960	good vs. bad	schizophrenic	0.07243245019689327	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1970	good vs. bad	schizophrenic	0.037730106315440576	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1980	good vs. bad	schizophrenic	-0.122332384246736	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1990	good vs. bad	schizophrenic	-0.17092122917439978	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors2000	good vs. bad	schizophrenic	0.10638804851387501	['dopamine', 'praecox', 'splitpersonality', 'yucky', 'unthankful']
vectors1810	good vs. bad	short	0.28085029772854336	['pipsqueak', 'yucky', 'unthankful']
vectors1820	good vs. bad	short	0.34736828921815305	['pipsqueak', 'yucky', 'unthankful']
vectors1830	good vs. bad	short	0.08669436338659445	['pipsqueak', 'yucky', 'unthankful']
vectors1840	good vs. bad	short	-0.008374538196262651	['pipsqueak', 'yucky', 'unthankful']
vectors1850	good vs. bad	short	0.09483659730739312	['pipsqueak', 'yucky', 'unthankful']
vectors1860	good vs. bad	short	0.00015332758063295142	['pipsqueak', 'yucky', 'unthankful']
vectors1870	good vs. bad	short	0.1178207546092308	['pipsqueak', 'yucky', 'unthankful']
vectors1880	good vs. bad	short	0.12288739078671924	['pipsqueak', 'yucky', 'unthankful']
vectors1890	good vs. bad	short	0.1691357760602097	['pipsqueak', 'yucky', 'unthankful']
vectors1900	good vs. bad	short	0.2411264713564515	['pipsqueak', 'yucky', 'unthankful']
vectors1910	good vs. bad	short	-0.05957752726962547	['pipsqueak', 'yucky', 'unthankful']
vectors1920	good vs. bad	short	0.15836308574982022	['pipsqueak', 'yucky', 'unthankful']
vectors1930	good vs. bad	short	0.2207533737744573	['pipsqueak', 'yucky', 'unthankful']
vectors1940	good vs. bad	short	0.3816612346021239	['pipsqueak', 'yucky', 'unthankful']
vectors1950	good vs. bad	short	0.3255284249164569	['pipsqueak', 'yucky', 'unthankful']
vectors1960	good vs. bad	short	0.5515445473964267	['pipsqueak', 'yucky', 'unthankful']
vectors1970	good vs. bad	short	0.4830081133256178	['pipsqueak', 'yucky', 'unthankful']
vectors1980	good vs. bad	short	0.44781046064433494	['pipsqueak', 'yucky', 'unthankful']
vectors1990	good vs. bad	short	0.5817462960407483	['pipsqueak', 'yucky', 'unthankful']
vectors2000	good vs. bad	short	0.609526811476312	['pipsqueak', 'yucky', 'unthankful']
vectors1810	good vs. bad	mute	0.3086699656439354	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1820	good vs. bad	mute	0.28977234638745275	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1830	good vs. bad	mute	-0.1729337522776845	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1840	good vs. bad	mute	-0.40031552527497744	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1850	good vs. bad	mute	-0.4357220349507191	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1860	good vs. bad	mute	-0.23568045531613085	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1870	good vs. bad	mute	-0.32759281281651287	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1880	good vs. bad	mute	-0.39930433365150053	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1890	good vs. bad	mute	-0.3257739565016523	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1900	good vs. bad	mute	-0.2688281759102339	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1910	good vs. bad	mute	-0.3423841502407252	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1920	good vs. bad	mute	-0.1360004153801948	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1930	good vs. bad	mute	-0.10709557924805446	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1940	good vs. bad	mute	-0.05585151259385779	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1950	good vs. bad	mute	0.09670498111204574	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1960	good vs. bad	mute	0.25245237940007165	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1970	good vs. bad	mute	0.23809266934474563	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1980	good vs. bad	mute	0.1496585000117297	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1990	good vs. bad	mute	0.13721570678934672	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors2000	good vs. bad	mute	0.3837958692841782	['aphasia', 'aphonia', 'mutism', 'dysarthria', 'broca', 'wernicke', 'paraphasia', 'yucky', 'unthankful']
vectors1810	good vs. bad	stroke	0.0	['hospitalize', 'yucky', 'unthankful']
vectors1820	good vs. bad	stroke	-0.004474818258008943	['hospitalize', 'yucky', 'unthankful']
vectors1830	good vs. bad	stroke	-0.5263148104302728	['hospitalize', 'yucky', 'unthankful']
vectors1840	good vs. bad	stroke	-0.5966609029693688	['hospitalize', 'yucky', 'unthankful']
vectors1850	good vs. bad	stroke	-0.6405191004013607	['hospitalize', 'yucky', 'unthankful']
vectors1860	good vs. bad	stroke	-0.46934409200244054	['hospitalize', 'yucky', 'unthankful']
vectors1870	good vs. bad	stroke	-0.5267013714826208	['hospitalize', 'yucky', 'unthankful']
vectors1880	good vs. bad	stroke	-0.5842288146116177	['hospitalize', 'yucky', 'unthankful']
vectors1890	good vs. bad	stroke	-0.515094868657363	['hospitalize', 'yucky', 'unthankful']
vectors1900	good vs. bad	stroke	-0.38040027086920397	['hospitalize', 'yucky', 'unthankful']
vectors1910	good vs. bad	stroke	-0.40111967788660874	['hospitalize', 'yucky', 'unthankful']
vectors1920	good vs. bad	stroke	-0.2666327672053467	['hospitalize', 'yucky', 'unthankful']
vectors1930	good vs. bad	stroke	-0.19617695558846174	['hospitalize', 'yucky', 'unthankful']
vectors1940	good vs. bad	stroke	-0.1446073916108706	['hospitalize', 'yucky', 'unthankful']
vectors1950	good vs. bad	stroke	0.0015209557728754774	['hospitalize', 'yucky', 'unthankful']
vectors1960	good vs. bad	stroke	0.11049042582783276	['hospitalize', 'yucky', 'unthankful']
vectors1970	good vs. bad	stroke	0.08803677462504432	['hospitalize', 'yucky', 'unthankful']
vectors1980	good vs. bad	stroke	0.013890038964262332	['hospitalize', 'yucky', 'unthankful']
vectors1990	good vs. bad	stroke	-0.11927185298944545	['hospitalize', 'yucky', 'unthankful']
vectors2000	good vs. bad	stroke	0.12270259670314622	['hospitalize', 'yucky', 'unthankful']
vectors1810	good vs. bad	unattractive	0.0	['yucky', 'unthankful']
vectors1820	good vs. bad	unattractive	0.16857440252896583	['yucky', 'unthankful']
vectors1830	good vs. bad	unattractive	-0.4312298546452392	['yucky', 'unthankful']
vectors1840	good vs. bad	unattractive	-0.4853867145518937	['yucky', 'unthankful']
vectors1850	good vs. bad	unattractive	-0.6495059311072698	['yucky', 'unthankful']
vectors1860	good vs. bad	unattractive	-0.4630650029912529	['yucky', 'unthankful']
vectors1870	good vs. bad	unattractive	-0.4555014142835882	['yucky', 'unthankful']
vectors1880	good vs. bad	unattractive	-0.5733623138916794	['yucky', 'unthankful']
vectors1890	good vs. bad	unattractive	-0.5598357871917791	['yucky', 'unthankful']
vectors1900	good vs. bad	unattractive	-0.4910738991898757	['yucky', 'unthankful']
vectors1910	good vs. bad	unattractive	-0.4540824389006016	['yucky', 'unthankful']
vectors1920	good vs. bad	unattractive	-0.2952215920984707	['yucky', 'unthankful']
vectors1930	good vs. bad	unattractive	-0.2695575041673766	['yucky', 'unthankful']
vectors1940	good vs. bad	unattractive	-0.14628951126986983	['yucky', 'unthankful']
vectors1950	good vs. bad	unattractive	-0.013202465542461489	['yucky', 'unthankful']
vectors1960	good vs. bad	unattractive	0.057574924751725196	['yucky', 'unthankful']
vectors1970	good vs. bad	unattractive	0.04426360259556368	['yucky', 'unthankful']
vectors1980	good vs. bad	unattractive	-0.05406075178961557	['yucky', 'unthankful']
vectors1990	good vs. bad	unattractive	0.029981502729314036	['yucky', 'unthankful']
vectors2000	good vs. bad	unattractive	0.14802069188469905	['yucky', 'unthankful']
vectors1810	good vs. bad	wheelchair	0.0	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1820	good vs. bad	wheelchair	-0.06881258812517983	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1830	good vs. bad	wheelchair	-0.22001185316135846	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1840	good vs. bad	wheelchair	-0.5541998419503781	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1850	good vs. bad	wheelchair	-0.5281296403088802	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1860	good vs. bad	wheelchair	-0.4382208386966395	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1870	good vs. bad	wheelchair	-0.47154069652461816	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1880	good vs. bad	wheelchair	-0.6059051538952782	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1890	good vs. bad	wheelchair	-0.5509619885249027	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1900	good vs. bad	wheelchair	-0.4349456485890166	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1910	good vs. bad	wheelchair	-0.3644134197563816	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1920	good vs. bad	wheelchair	-0.24722210197403185	['paralympic', 'motorize', 'yucky', 'unthankful']
vectors1930	good vs. bad	wheelchair	-0.1426492096097956	['paralympic', 'motorize', 'yucky', 'unthankful']
